10	20	300	81	1.795	3.14439
10	20	300	81	1.805	2.56264
10	20	300	81	1.815	2.11394
10	20	300	81	1.825	1.796
10	20	300	81	1.835	1.5337
10	20	300	81	1.845	1.28358
10	20	300	81	1.855	1.06116
10	20	300	81	1.865	0.885379
10	20	300	81	1.875	0.750331
10	20	300	81	1.885	0.652603
10	20	300	82	1.795	2.98792
10	20	300	82	1.805	2.42668
10	20	300	82	1.815	2.00101
10	20	300	82	1.825	1.68955
10	20	300	82	1.835	1.41446
10	20	300	82	1.845	1.17491
10	20	300	82	1.855	0.972526
10	20	300	82	1.865	0.808859
10	20	300	82	1.875	0.687461
10	20	300	82	1.885	0.600508
10	20	300	83	1.795	3.05998
10	20	300	83	1.805	2.48027
10	20	300	83	1.815	2.09726
10	20	300	83	1.825	1.7736
10	20	300	83	1.835	1.47843
10	20	300	83	1.845	1.22913
10	20	300	83	1.855	1.02065
10	20	300	83	1.865	0.849424
10	20	300	83	1.875	0.718749
10	20	300	83	1.885	0.624925
10	20	300	84	1.795	2.97378
10	20	300	84	1.805	2.43588
10	20	300	84	1.815	2.05243
10	20	300	84	1.825	1.75278
10	20	300	84	1.835	1.4797
10	20	300	84	1.845	1.23938
10	20	300	84	1.855	1.03052
10	20	300	84	1.865	0.861479
10	20	300	84	1.875	0.733896
10	20	300	84	1.885	0.64089
10	20	300	85	1.795	2.89062
10	20	300	85	1.805	2.41855
10	20	300	85	1.815	2.04158
10	20	300	85	1.825	1.74755
10	20	300	85	1.835	1.48496
10	20	300	85	1.845	1.24445
10	20	300	85	1.855	1.03633
10	20	300	85	1.865	0.866026
10	20	300	85	1.875	0.736509
10	20	300	85	1.885	0.641548
10	20	300	86	1.795	2.87439
10	20	300	86	1.805	2.3899
10	20	300	86	1.815	2.01954
10	20	300	86	1.825	1.68945
10	20	300	86	1.835	1.41269
10	20	300	86	1.845	1.17163
10	20	300	86	1.855	0.972072
10	20	300	86	1.865	0.812426
10	20	300	86	1.875	0.693025
10	20	300	86	1.885	0.607943
10	20	300	87	1.795	2.86477
10	20	300	87	1.805	2.38856
10	20	300	87	1.815	2.02235
10	20	300	87	1.825	1.70505
10	20	300	87	1.835	1.437
10	20	300	87	1.845	1.19826
10	20	300	87	1.855	0.993012
10	20	300	87	1.865	0.831949
10	20	300	87	1.875	0.711862
10	20	300	87	1.885	0.625729
10	20	300	88	1.795	3.00676
10	20	300	88	1.805	2.44212
10	20	300	88	1.815	2.01636
10	20	300	88	1.825	1.68162
10	20	300	88	1.835	1.39503
10	20	300	88	1.845	1.15065
10	20	300	88	1.855	0.954455
10	20	300	88	1.865	0.80018
10	20	300	88	1.875	0.68608
10	20	300	88	1.885	0.605457
10	20	300	89	1.795	2.89994
10	20	300	89	1.805	2.33696
10	20	300	89	1.815	1.93927
10	20	300	89	1.825	1.61983
10	20	300	89	1.835	1.35616
10	20	300	89	1.845	1.12796
10	20	300	89	1.855	0.936549
10	20	300	89	1.865	0.786794
10	20	300	89	1.875	0.676278
10	20	300	89	1.885	0.598315
10	20	300	91	1.795	3.15451
10	20	300	91	1.805	2.6252
10	20	300	91	1.815	2.19669
10	20	300	91	1.825	1.83578
10	20	300	91	1.835	1.54057
10	20	300	91	1.845	1.28659
10	20	300	91	1.855	1.07266
10	20	300	91	1.865	0.901853
10	20	300	91	1.875	0.771408
10	20	300	91	1.885	0.675988
10	20	300	92	1.795	2.99648
10	20	300	92	1.805	2.43641
10	20	300	92	1.815	2.00344
10	20	300	92	1.825	1.66323
10	20	300	92	1.835	1.39042
10	20	300	92	1.845	1.15737
10	20	300	92	1.855	0.961038
10	20	300	92	1.865	0.806709
10	20	300	92	1.875	0.692864
