10	20	300	80	1.79	3.43313
10	20	300	80	1.80	2.71998
10	20	300	80	1.81	2.23442
10	20	300	80	1.82	1.87542
10	20	300	80	1.83	1.57747
10	20	300	80	1.84	1.32098
10	20	300	80	1.85	1.10156
10	20	300	80	1.86	0.921271
10	20	300	80	1.87	0.782483
10	20	300	80	1.88	0.681796
10	20	300	80	1.89	0.610265
10	20	300	90	1.79	3.43917
10	20	300	90	1.80	2.78111
10	20	300	90	1.81	2.25032
10	20	300	90	1.82	1.86824
10	20	300	90	1.83	1.55482
10	20	300	90	1.84	1.30133
10	20	300	90	1.85	1.07933
10	20	300	90	1.86	0.897866
10	20	300	90	1.87	0.75942
10	20	300	90	1.88	0.658494
10	20	300	90	1.89	0.587405
10	20	300	100	1.79	2.98477
10	20	300	100	1.80	2.49611
10	20	300	100	1.81	2.12776
10	20	300	100	1.82	1.78697
10	20	300	100	1.83	1.49209
10	20	300	100	1.84	1.2415
10	20	300	100	1.85	1.02859
10	20	300	100	1.86	0.858088
10	20	300	100	1.87	0.727433
10	20	300	100	1.88	0.633834
10	20	300	100	1.89	0.566431
10	20	300	110	1.79	3.30783
10	20	300	110	1.80	2.64033
10	20	300	110	1.81	2.13554
10	20	300	110	1.82	1.78793
10	20	300	110	1.83	1.5096
10	20	300	110	1.84	1.25894
10	20	300	110	1.85	1.04158
10	20	300	110	1.86	0.865621
10	20	300	110	1.87	0.731832
10	20	300	110	1.88	0.635492
10	20	300	110	1.89	0.567038
10	20	300	120	1.79	2.901
10	20	300	120	1.80	2.35628
10	20	300	120	1.81	1.98702
10	20	300	120	1.82	1.70146
10	20	300	120	1.83	1.43822
10	20	300	120	1.84	1.19831
10	20	300	120	1.85	0.992931
10	20	300	120	1.86	0.826196
10	20	300	120	1.87	0.701636
10	20	300	120	1.88	0.612685
10	20	300	120	1.89	0.549361
